ProspectType,ActionType,SubAction,Nationality,IDType,ID,ActionDate
Live-Out,Placements,New Family,Filipina,Contract,1053791,2024-10-11 21:17:09
Live-Out,Placements,New Family,Filipina,Contract,1053834,2024-10-12 18:33:37
Live-Out,Placements,New Family,Filipina,Contract,1053841,2024-10-13 08:21:52
Live-Out,Placements,New Family,Filipina,Contract,1053847,2024-10-13 10:19:36
Live-Out,Placements,New Family,Filipina,Contract,1053848,2024-10-13 10:20:22
Live-Out,Placements,New Family,Filipina,Contract,1053886,2024-10-14 07:55:53
Live-Out,Placements,New Family,Filipina,Contract,1053912,2024-10-14 14:13:42
Live-Out,Placements,New Family,Filipina,Contract,1053918,2024-10-14 15:26:48
Live-Out,Placements,New Family,Filipina,Contract,1053931,2024-10-14 18:05:54
Live-Out,Placements,New Family,Filipina,Contract,1053939,2024-10-14 20:58:30
Live-Out,Placements,New Family,Filipina,Contract,1053943,2024-10-15 08:18:48
Live-Out,Placements,New Family,Filipina,Contract,1053972,2024-10-15 13:53:20
Live-Out,Placements,New Family,Filipina,Contract,1053992,2024-10-15 18:34:35
Live-Out,Placements,New Family,Filipina,Contract,1054007,2024-10-16 08:06:05
Live-Out,Placements,New Family,Filipina,Contract,1054040,2024-10-16 14:01:33
Live-Out,Placements,New Family,Filipina,Contract,1054046,2024-10-16 14:59:21
Live-Out,Placements,New Family,Filipina,Contract,1054055,2024-10-16 17:06:42
Live-Out,Placements,New Family,Filipina,Contract,1054056,2024-10-16 17:08:16
Live-Out,Placements,New Family,Filipina,Contract,1054080,2024-10-17 08:27:29
Live-Out,Placements,New Family,Filipina,Contract,1054125,2024-10-17 20:39:52
Live-Out,Placements,New Family,Filipina,Contract,1054145,2024-10-18 12:06:47
Live-Out,Placements,New Family,Filipina,Contract,1054180,2024-10-18 18:27:42
Live-Out,Placements,New Family,Filipina,Contract,1054247,2024-10-20 15:11:02
Live-Out,Placements,New Family,Filipina,Contract,1054259,2024-10-20 17:31:54
Live-Out,Placements,New Family,Filipina,Contract,1054288,2024-10-21 11:51:18
Live-Out,Placements,New Family,Filipina,Contract,1054332,2024-10-21 17:47:52
Live-Out,Placements,New Family,Filipina,Contract,1054378,2024-10-22 12:01:53
Live-Out,Placements,New Family,Filipina,Contract,1054437,2024-10-23 11:38:20
Live-Out,Placements,New Family,Filipina,Contract,1054456,2024-10-23 14:12:47
Live-Out,Placements,New Family,Filipina,Contract,1054484,2024-10-23 21:22:11
Live-Out,Placements,New Family,Filipina,Contract,1054485,2024-10-23 21:22:51
Live-Out,Placements,New Family,Filipina,Contract,1054563,2024-10-25 08:38:30
Live-Out,Placements,New Family,Filipina,Contract,1054575,2024-10-25 10:43:04
Live-Out,Placements,New Family,Filipina,Contract,1054576,2024-10-25 10:56:45
Live-Out,Placements,New Family,Filipina,Contract,1054581,2024-10-25 11:32:09
Live-Out,Placements,New Family,African,Contract,1035216,2024-03-10 19:39:42
Live-Out,Placements,New Family,African,Contract,1036873,2024-03-19 16:35:57
Live-Out,Placements,New Family,African,Contract,1036902,2024-03-20 16:06:29
Live-Out,Placements,New Family,African,Contract,1037655,2024-03-24 10:36:19
Live-Out,Placements,New Family,African,Contract,1038352,2024-03-27 17:26:11
Live-Out,Placements,New Family,African,Contract,1038411,2024-03-27 21:59:19
Live-Out,Placements,New Family,African,Contract,1039570,2024-04-01 15:13:43
Live-Out,Placements,New Family,African,Contract,1039803,2024-04-02 08:45:22
Live-Out,Placements,New Family,African,Contract,1040141,2024-04-03 09:35:25
Live-Out,Placements,New Family,African,Contract,1040247,2024-04-03 21:21:11
Live-Out,Placements,New Family,African,Contract,1040371,2024-04-07 18:00:33
Live-Out,Placements,New Family,African,Contract,1040390,2024-04-08 11:23:24
Live-Out,Placements,New Family,African,Contract,1040450,2024-04-10 12:39:18
Live-Out,Placements,New Family,African,Contract,1040451,2024-04-10 12:58:20
Live-Out,Placements,New Family,African,Contract,1040452,2024-04-10 13:36:32
Live-Out,Placements,New Family,African,Contract,1040453,2024-04-10 13:47:07
Live-Out,Placements,New Family,African,Contract,1040457,2024-04-10 15:32:19
Live-Out,Placements,New Family,African,Contract,1040566,2024-04-14 10:24:02
Live-Out,Placements,New Family,African,Contract,1040631,2024-04-15 18:58:50
Live-Out,Placements,New Family,African,Contract,1040642,2024-04-16 07:59:42
Live-Out,Placements,New Family,African,Contract,1040649,2024-04-16 10:01:47
Live-Out,Placements,New Family,African,Contract,1040824,2024-04-20 20:59:14
Live-Out,Placements,New Family,African,Contract,1040977,2024-04-24 18:05:01
Live-Out,Placements,New Family,African,Contract,1041746,2024-04-28 20:35:37
Live-Out,Placements,New Family,African,Contract,1041913,2024-04-29 10:20:11
Live-Out,Placements,New Family,African,Contract,1044030,2024-05-05 15:55:48
Live-Out,Placements,New Family,African,Contract,1044287,2024-05-06 11:36:41
Live-Out,Placements,New Family,African,Contract,1044920,2024-05-08 09:37:32
Live-Out,Placements,New Family,African,Contract,1045021,2024-05-08 16:34:40
Live-Out,Placements,New Family,African,Contract,1045376,2024-05-09 18:47:23
Live-Out,Placements,New Family,African,Contract,1045656,2024-05-10 15:25:05
Live-Out,Placements,New Family,African,Contract,1045898,2024-05-11 10:03:08
Live-Out,Placements,New Family,African,Contract,1045968,2024-05-11 14:33:16
Live-Out,Placements,New Family,African,Contract,1046457,2024-05-13 18:31:05
Live-Out,Placements,New Family,African,Contract,1046489,2024-05-14 13:41:23
Live-Out,Placements,New Family,African,Contract,1046673,2024-05-19 14:43:56
Live-Out,Placements,New Family,African,Contract,1046757,2024-05-21 18:12:51
Live-Out,Placements,New Family,African,Contract,1046849,2024-05-23 20:18:39
Live-Out,Placements,New Family,African,Contract,1047025,2024-05-28 15:44:20
Live-Out,Placements,New Family,African,Contract,1047108,2024-05-30 14:02:58
Live-Out,Placements,New Family,African,Contract,1047295,2024-05-31 20:58:59
Live-Out,Placements,New Family,African,Contract,1047360,2024-06-02 13:12:54
Live-Out,Placements,New Family,African,Contract,1047504,2024-06-06 09:02:12
Live-Out,Placements,New Family,African,Contract,1047553,2024-06-07 18:21:14
Live-Out,Placements,New Family,African,Contract,1047598,2024-06-08 21:41:52
Live-Out,Placements,New Family,African,Contract,1047623,2024-06-09 15:54:30
Live-Out,Placements,New Family,African,Contract,1047952,2024-06-21 08:38:16
Live-Out,Placements,New Family,African,Contract,1047970,2024-06-21 13:23:29
Live-Out,Placements,New Family,African,Contract,1047977,2024-06-21 15:58:13
Live-Out,Placements,New Family,African,Contract,1047999,2024-06-22 14:17:24
Live-Out,Placements,New Family,African,Contract,1048027,2024-06-23 11:59:24
Live-Out,Placements,New Family,African,Contract,1048033,2024-06-23 14:12:04
Live-Out,Placements,New Family,African,Contract,1048164,2024-06-27 11:52:31
Live-Out,Placements,New Family,African,Contract,1048178,2024-06-27 16:03:39
Live-Out,Placements,New Family,African,Contract,1048226,2024-06-28 20:53:50
Live-Out,Placements,New Family,African,Contract,1048227,2024-06-28 20:54:48
Live-Out,Placements,New Family,African,Contract,1048237,2024-06-29 11:19:27
Live-Out,Placements,New Family,African,Contract,1048246,2024-06-29 17:03:26
Live-Out,Placements,New Family,African,Contract,1048324,2024-06-30 14:29:27
Live-Out,Placements,New Family,African,Contract,1048436,2024-07-01 19:51:32
Live-Out,Placements,New Family,African,Contract,1048452,2024-07-02 10:12:17
Live-Out,Placements,New Family,African,Contract,1048532,2024-07-03 20:07:37
Live-Out,Placements,New Family,African,Contract,1048598,2024-07-05 18:14:30
Live-Out,Placements,New Family,African,Contract,1048628,2024-07-06 18:23:19
Live-Out,Placements,New Family,African,Contract,1048748,2024-07-10 13:55:44
Live-Out,Placements,New Family,African,Contract,1048864,2024-07-14 19:32:21
Live-Out,Placements,New Family,African,Contract,1048903,2024-07-15 19:38:09
Live-Out,Placements,New Family,African,Contract,1049159,2024-07-24 15:46:45
Live-Out,Placements,New Family,African,Contract,1049207,2024-07-25 21:21:02
Live-Out,Placements,New Family,African,Contract,1049289,2024-07-28 19:24:04
Live-Out,Placements,New Family,African,Contract,1049312,2024-07-29 14:21:01
Live-Out,Placements,New Family,African,Contract,1049339,2024-07-30 09:16:42
Live-Out,Placements,New Family,African,Contract,1049345,2024-07-30 10:54:46
Live-Out,Placements,New Family,African,Contract,1049363,2024-07-30 16:28:13
Live-Out,Placements,New Family,African,Contract,1049381,2024-07-31 09:09:09
Live-Out,Placements,New Family,African,Contract,1049382,2024-07-31 09:09:48
Live-Out,Placements,New Family,African,Contract,1049458,2024-07-31 21:13:09
Live-Out,Placements,New Family,African,Contract,1049477,2024-08-01 09:10:16
Live-Out,Placements,New Family,African,Contract,1049519,2024-08-01 21:08:03
Live-Out,Placements,New Family,African,Contract,1049623,2024-08-05 10:55:40
Live-Out,Placements,New Family,African,Contract,1049672,2024-08-06 12:49:48
Live-Out,Placements,New Family,African,Contract,1049744,2024-08-08 11:12:53
Live-Out,Placements,New Family,African,Contract,1049775,2024-08-09 11:51:50
Live-Out,Placements,New Family,African,Contract,1049808,2024-08-10 11:21:51
Live-Out,Placements,New Family,African,Contract,1049964,2024-08-14 13:23:39
Live-Out,Placements,New Family,African,Contract,1050001,2024-08-15 10:11:51
Live-Out,Placements,New Family,African,Contract,1050018,2024-08-15 20:20:33
Live-Out,Placements,New Family,African,Contract,1050029,2024-08-16 10:21:41
Live-Out,Placements,New Family,African,Contract,1050045,2024-08-16 15:17:15
Live-Out,Placements,New Family,African,Contract,1050066,2024-08-17 11:45:07
Live-Out,Placements,New Family,African,Contract,1050072,2024-08-17 13:45:20
Live-Out,Placements,New Family,African,Contract,1050222,2024-08-20 18:25:06
Live-Out,Placements,New Family,African,Contract,1050315,2024-08-22 15:43:22
Live-Out,Placements,New Family,African,Contract,1050324,2024-08-22 18:13:18
Live-Out,Placements,New Family,African,Contract,1050383,2024-08-23 20:25:58
Live-Out,Placements,New Family,African,Contract,1050384,2024-08-23 20:40:13
Live-Out,Placements,New Family,African,Contract,1050397,2024-08-24 11:16:19
Live-Out,Placements,New Family,African,Contract,1050462,2024-08-25 12:37:57
Live-Out,Placements,New Family,African,Contract,1050722,2024-08-29 20:35:51
Live-Out,Placements,New Family,African,Contract,1050827,2024-08-31 10:55:28
Live-Out,Placements,New Family,African,Contract,1050954,2024-09-01 08:35:44
Live-Out,Placements,New Family,African,Contract,1051004,2024-09-01 17:17:13
Live-Out,Placements,New Family,African,Contract,1051047,2024-09-02 10:14:50
Live-Out,Placements,New Family,African,Contract,1051127,2024-09-03 08:18:22
Live-Out,Placements,New Family,African,Contract,1051202,2024-09-03 21:12:13
Live-Out,Placements,New Family,African,Contract,1051333,2024-09-06 08:10:34
Live-Out,Placements,New Family,African,Contract,1051406,2024-09-07 12:31:28
Live-Out,Placements,New Family,African,Contract,1051407,2024-09-07 12:51:21
Live-Out,Placements,New Family,African,Contract,1051445,2024-09-08 09:49:51
Live-Out,Placements,New Family,African,Contract,1051683,2024-09-11 15:07:18
Live-Out,Placements,New Family,African,Contract,1051751,2024-09-12 14:55:50
Live-Out,Placements,New Family,African,Contract,1051785,2024-09-13 08:31:36
Live-Out,Placements,New Family,African,Contract,1051838,2024-09-13 20:37:03
Live-Out,Placements,New Family,African,Contract,1051889,2024-09-14 19:53:36
Live-Out,Placements,New Family,African,Contract,1051948,2024-09-15 20:09:09
Live-Out,Placements,New Family,African,Contract,1052130,2024-09-18 17:24:55
Live-Out,Placements,New Family,African,Contract,1052153,2024-09-19 08:24:37
Live-Out,Placements,New Family,African,Contract,1052237,2024-09-20 19:14:10
Live-Out,Placements,New Family,African,Contract,1052243,2024-09-20 21:11:08
Live-Out,Placements,New Family,African,Contract,1052276,2024-09-21 15:40:34
Live-Out,Placements,New Family,African,Contract,1052278,2024-09-21 17:25:25
Live-Out,Placements,New Family,African,Contract,1052298,2024-09-22 11:31:35
Live-Out,Placements,New Family,African,Contract,1052300,2024-09-22 11:58:06
Live-Out,Placements,New Family,African,Contract,1052317,2024-09-22 14:20:09
Live-Out,Placements,New Family,African,Contract,1052327,2024-09-22 17:12:51
Live-Out,Placements,New Family,African,Contract,1052414,2024-09-23 20:39:16
Live-Out,Placements,New Family,African,Contract,1052421,2024-09-24 07:17:03
Live-Out,Placements,New Family,African,Contract,1052485,2024-09-25 11:21:37
Live-Out,Placements,New Family,African,Contract,1052535,2024-09-26 08:20:14
Live-Out,Placements,New Family,African,Contract,1052579,2024-09-26 17:32:17
Live-Out,Placements,New Family,African,Contract,1052640,2024-09-27 18:49:40
Live-Out,Placements,New Family,African,Contract,1052649,2024-09-27 20:43:49
Live-Out,Placements,New Family,African,Contract,1052702,2024-09-29 10:45:45
Live-Out,Placements,New Family,African,Contract,1052731,2024-09-29 18:21:10
Live-Out,Placements,New Family,African,Contract,1052890,2024-09-30 18:19:32
Live-Out,Placements,New Family,African,Contract,1053094,2024-10-02 14:24:04
Live-Out,Placements,New Family,African,Contract,1053108,2024-10-02 17:25:43
Live-Out,Placements,New Family,African,Contract,1053114,2024-10-02 18:53:32
Live-Out,Placements,New Family,African,Contract,1053192,2024-10-03 19:49:53
Live-Out,Placements,New Family,African,Contract,1053209,2024-10-04 08:43:20
Live-Out,Placements,New Family,African,Contract,1053240,2024-10-04 14:13:56
Live-Out,Placements,New Family,African,Contract,1053381,2024-10-06 17:43:25
Live-Out,Placements,New Family,African,Contract,1053398,2024-10-07 08:19:33
Live-Out,Placements,New Family,African,Contract,1053495,2024-10-08 11:21:39
Live-Out,Placements,New Family,African,Contract,1053583,2024-10-09 12:11:19
Live-Out,Placements,New Family,African,Contract,1053672,2024-10-10 14:11:25
Live-Out,Placements,New Family,African,Contract,1053722,2024-10-11 08:23:33
Live-Out,Placements,New Family,African,Contract,1053751,2024-10-11 13:20:08
Live-Out,Placements,New Family,African,Contract,1053786,2024-10-11 19:50:47
Live-Out,Placements,New Family,African,Contract,1053790,2024-10-11 21:14:27
Live-Out,Placements,New Family,African,Contract,1053820,2024-10-12 14:47:56
Live-Out,Placements,New Family,African,Contract,1053872,2024-10-13 15:30:02
Live-Out,Placements,New Family,African,Contract,1053891,2024-10-14 09:26:35
Live-Out,Placements,New Family,African,Contract,1053910,2024-10-14 14:12:10
Live-Out,Placements,New Family,African,Contract,1054079,2024-10-17 08:25:47
Live-Out,Placements,New Family,African,Contract,1054088,2024-10-17 10:26:55
Live-Out,Placements,New Family,African,Contract,1054175,2024-10-18 17:10:55
Live-Out,Placements,New Family,African,Contract,1054191,2024-10-18 20:24:56
Live-Out,Placements,New Family,African,Contract,1054258,2024-10-20 17:31:15
Live-Out,Placements,New Family,African,Contract,1054263,2024-10-20 18:43:07
Live-Out,Placements,New Family,African,Contract,1054266,2024-10-20 20:21:23
Live-Out,Placements,New Family,African,Contract,1054314,2024-10-21 15:06:18
Live-Out,Placements,New Family,African,Contract,1054323,2024-10-21 16:02:38
Live-Out,Placements,New Family,African,Contract,1054354,2024-10-22 08:05:22
Live-Out,Placements,New Family,African,Contract,1054422,2024-10-23 08:56:52
Live-Out,Placements,New Family,African,Contract,1054423,2024-10-23 08:58:43
Live-Out,Placements,New Family,African,Contract,1054494,2024-10-24 09:07:35
Live-Out,Placements,New Family,African,Contract,1054577,2024-10-25 11:10:39
Live-Out,Placements,Active Family,Filipina,Contract,1036817,2024-03-18 11:33:14
Live-Out,Placements,Active Family,Filipina,Contract,1037300,2024-03-22 14:58:42
Live-Out,Placements,Active Family,Filipina,Contract,1040001,2024-04-02 21:55:23
Live-Out,Placements,Active Family,Filipina,Contract,1040318,2024-04-05 20:11:55
Live-Out,Placements,Active Family,Filipina,Contract,1040468,2024-04-11 11:16:15
Live-Out,Placements,Active Family,Filipina,Contract,1042784,2024-05-01 17:35:27
Live-Out,Placements,Active Family,Filipina,Contract,1043980,2024-05-05 12:35:37
Live-Out,Placements,Active Family,Filipina,Contract,1044935,2024-05-08 10:38:25
Live-Out,Placements,Active Family,Filipina,Contract,1046513,2024-05-14 21:55:55
Live-Out,Placements,Active Family,Filipina,Contract,1046597,2024-05-17 11:03:53
Live-Out,Placements,Active Family,Filipina,Contract,1046640,2024-05-18 16:16:33
Live-Out,Placements,Active Family,Filipina,Contract,1046764,2024-05-21 19:21:06
Live-Out,Placements,Active Family,Filipina,Contract,1047510,2024-06-06 13:13:14
Live-Out,Placements,Active Family,Filipina,Contract,1047581,2024-06-08 14:34:22
Live-Out,Placements,Active Family,Filipina,Contract,1047671,2024-06-10 17:48:46
Live-Out,Placements,Active Family,Filipina,Contract,1047675,2024-06-10 19:23:00
Live-Out,Placements,Active Family,Filipina,Contract,1047811,2024-06-16 08:31:37
Live-Out,Placements,Active Family,Filipina,Contract,1047910,2024-06-19 19:07:06
Live-Out,Placements,Active Family,Filipina,Contract,1048050,2024-06-24 11:14:59
Live-Out,Placements,Active Family,Filipina,Contract,1048143,2024-06-26 17:20:18
Live-Out,Placements,Active Family,Filipina,Contract,1048159,2024-06-27 08:35:41
Live-Out,Placements,Active Family,Filipina,Contract,1048251,2024-06-29 18:23:08
Live-Out,Placements,Active Family,Filipina,Contract,1048338,2024-06-30 15:48:51
Live-Out,Placements,Active Family,Filipina,Contract,1048607,2024-07-06 11:40:33
Live-Out,Placements,Active Family,Filipina,Contract,1048682,2024-07-08 11:36:14
Live-Out,Placements,Active Family,Filipina,Contract,1048693,2024-07-08 14:25:33
Live-Out,Placements,Active Family,Filipina,Contract,1049064,2024-07-21 19:29:39
Live-Out,Placements,Active Family,Filipina,Contract,1049284,2024-07-28 14:46:27
Live-Out,Placements,Active Family,Filipina,Contract,1049612,2024-08-04 20:30:56
Live-Out,Placements,Active Family,Filipina,Contract,1049613,2024-08-04 20:53:22
Live-Out,Placements,Active Family,Filipina,Contract,1049645,2024-08-05 19:44:49
Live-Out,Placements,Active Family,Filipina,Contract,1049658,2024-08-06 10:06:37
Live-Out,Placements,Active Family,Filipina,Contract,1049701,2024-08-07 12:13:47
Live-Out,Placements,Active Family,Filipina,Contract,1049703,2024-08-07 12:45:18
Live-Out,Placements,Active Family,Filipina,Contract,1049742,2024-08-08 10:27:06
Live-Out,Placements,Active Family,Filipina,Contract,1049785,2024-08-09 14:16:13
Live-Out,Placements,Active Family,Filipina,Contract,1049839,2024-08-11 11:17:45
Live-Out,Placements,Active Family,Filipina,Contract,1049924,2024-08-13 15:05:08
Live-Out,Placements,Active Family,Filipina,Contract,1049926,2024-08-13 15:06:26
Live-Out,Placements,Active Family,Filipina,Contract,1050049,2024-08-16 17:38:05
Live-Out,Placements,Active Family,Filipina,Contract,1050078,2024-08-17 15:44:22
Live-Out,Placements,Active Family,Filipina,Contract,1050106,2024-08-18 11:33:11
Live-Out,Placements,Active Family,Filipina,Contract,1050150,2024-08-19 13:01:35
Live-Out,Placements,Active Family,Filipina,Contract,1050215,2024-08-20 15:41:11
Live-Out,Placements,Active Family,Filipina,Contract,1050254,2024-08-21 14:15:45
Live-Out,Placements,Active Family,Filipina,Contract,1050344,2024-08-23 08:55:51
Live-Out,Placements,Active Family,Filipina,Contract,1050474,2024-08-25 14:42:19
Live-Out,Placements,Active Family,Filipina,Contract,1050569,2024-08-27 11:39:14
Live-Out,Placements,Active Family,Filipina,Contract,1050584,2024-08-27 14:05:56
Live-Out,Placements,Active Family,Filipina,Contract,1050609,2024-08-27 22:04:02
Live-Out,Placements,Active Family,Filipina,Contract,1050619,2024-08-28 09:09:15
Live-Out,Placements,Active Family,Filipina,Contract,1050771,2024-08-30 20:47:14
Live-Out,Placements,Active Family,Filipina,Contract,1051438,2024-09-08 01:05:52
Live-Out,Placements,Active Family,Filipina,Contract,1051577,2024-09-09 21:03:33
Live-Out,Placements,Active Family,Filipina,Contract,1051697,2024-09-11 17:41:24
Live-Out,Placements,Active Family,Filipina,Contract,1052005,2024-09-16 18:10:12
Live-Out,Placements,Active Family,Filipina,Contract,1052142,2024-09-18 20:11:58
Live-Out,Placements,Active Family,Filipina,Contract,1053064,2024-10-02 10:54:30
Live-Out,Placements,Active Family,Filipina,Contract,1053384,2024-10-06 17:45:27
Live-Out,Placements,Active Family,Filipina,Contract,1053385,2024-10-06 18:55:01
Live-Out,Placements,Active Family,Filipina,Contract,1053860,2024-10-13 12:32:19
Live-Out,Placements,Active Family,Filipina,Contract,1053879,2024-10-13 18:53:45
Live-Out,Placements,Active Family,Filipina,Contract,1053982,2024-10-15 15:18:04
Live-Out,Placements,Active Family,Filipina,Contract,1054063,2024-10-16 18:30:49
Live-Out,Placements,Active Family,Filipina,Contract,1054187,2024-10-18 19:34:27
Live-Out,Placements,Active Family,Filipina,Contract,1054194,2024-10-18 22:37:15
Live-Out,Placements,Active Family,Filipina,Contract,1054227,2024-10-19 20:34:16
Live-Out,Placements,Active Family,African,Contract,1038907,2024-03-29 12:54:32
Live-Out,Placements,Active Family,African,Contract,1040790,2024-04-20 10:23:48
Live-Out,Placements,Active Family,African,Contract,1044650,2024-05-07 13:12:52
Live-Out,Placements,Active Family,African,Contract,1047942,2024-06-20 17:52:12
Live-Out,Placements,Active Family,African,Contract,1048998,2024-07-18 23:20:32
Live-Out,Placements,Active Family,African,Contract,1051869,2024-09-14 13:12:47
Live-Out,Placements,Active Family,African,Contract,1052058,2024-09-17 16:49:45
Live-Out,Placements,Active Family,African,Contract,1052210,2024-09-20 10:05:48
Live-Out,Placements,Active Family,African,Contract,1052238,2024-09-20 19:21:56
Live-Out,Placements,Active Family,African,Contract,1052397,2024-09-23 17:02:19
Live-Out,Placements,Active Family,African,Contract,1052402,2024-09-23 17:42:44
Live-Out,Placements,Active Family,African,Contract,1053593,2024-10-09 14:51:31
Live-Out,Placements,Active Family,African,Contract,1053936,2024-10-14 19:21:12
Live-Out,Placements,Active Family,African,Contract,1054199,2024-10-19 09:15:26
Live-Out,Placements,Active Family,African,Contract,1054297,2024-10-21 13:33:12
Live-Out,Placements,Active Family,African,Contract,1054530,2024-10-24 15:50:11
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1036716,2024-03-15 13:37:12
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1038095,2024-03-26 21:28:14
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1040256,2024-04-04 08:32:19
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1040294,2024-04-05 11:15:21
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1040467,2024-04-11 10:47:03
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1041031,2024-04-25 19:48:07
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1042309,2024-04-30 12:05:28
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1043359,2024-05-03 13:11:55
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1044440,2024-05-06 21:28:31
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1044711,2024-05-07 17:19:40
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1046891,2024-05-24 18:05:54
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1047960,2024-06-21 10:31:38
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1048116,2024-06-25 20:49:14
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1048142,2024-06-26 16:13:49
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1048456,2024-07-02 10:36:06
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1048484,2024-07-02 18:29:39
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1048553,2024-07-04 14:21:22
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1049542,2024-08-02 18:36:15
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1049873,2024-08-12 11:13:34
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1050220,2024-08-20 17:53:01
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1050447,2024-08-25 08:52:49
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1050507,2024-08-26 09:39:33
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1050528,2024-08-26 13:39:05
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1050727,2024-08-29 22:49:01
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1050742,2024-08-30 10:48:29
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1051056,2024-09-02 11:18:36
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1051418,2024-09-07 15:19:35
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1051923,2024-09-15 13:45:22
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1052183,2024-09-19 15:55:32
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1052297,2024-09-22 11:21:58
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1052410,2024-09-23 20:01:29
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1052937,2024-10-01 07:34:06
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1053147,2024-10-03 12:06:27
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1053195,2024-10-03 20:07:28
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1053547,2024-10-08 18:46:52
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1053676,2024-10-10 14:59:28
Live-Out,Placements,Ex-CC-Live-In,Filipina,Contract,1054481,2024-10-23 20:51:32
Live-Out,Placements,Ex-CC-Live-In,African,Contract,1040979,2024-04-24 18:44:47
Live-Out,Placements,Ex-CC-Live-In,African,Contract,1048668,2024-07-07 18:41:53
Live-Out,Placements,Ex-CC-Live-In,African,Contract,1050578,2024-08-27 13:16:19
Live-Out,Placements,Ex-CC-Live-In,African,Contract,1052014,2024-09-16 21:38:00
Live-Out,Placements,Ex-CC-Live-In,African,Contract,1052039,2024-09-17 12:11:25
Live-Out,Placements,Ex-CC-Live-In,African,Contract,1053908,2024-10-14 13:36:15
Live-Out,Placements,Ex-CC-Live-In,African,Contract,1054131,2024-10-18 08:28:03
Live-Out,Placements,Ex-CC-Live-In,African,Contract,1054573,2024-10-25 10:31:02
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1040374,2024-04-07 19:11:51
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1040432,2024-04-09 13:51:05
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1040772,2024-04-19 14:49:06
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1040858,2024-04-22 10:01:35
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1047086,2024-05-29 20:07:38
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1047400,2024-06-03 12:59:21
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1047868,2024-06-18 21:57:19
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1049586,2024-08-04 07:08:28
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1050128,2024-08-18 18:53:06
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1050337,2024-08-23 04:02:46
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1050660,2024-08-28 17:19:18
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1051339,2024-09-06 09:35:47
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1051527,2024-09-09 13:18:46
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1051993,2024-09-16 16:01:41
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1052277,2024-09-21 16:08:32
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1053710,2024-10-10 21:34:13
Live-Out,Placements,Ex-CC-Live-Out,Filipina,Contract,1053850,2024-10-13 11:01:23
